error_type,source1_id,candidate_id,s1_name,cand_name,s1_address,cand_address,error_category
FALSE_MERGE (FP),S1-990319941,S2-665643658,Holy Synagogue,Bibby  Jackson,"Sapulpa, OK, 2204 Park Street","2260D PARK SAINT, SAPULPA, OK",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-990319941,S3-439230848,Holy Synagogue,H 3 Q Energy Ltd,"Sapulpa, OK, 2204 Park Street","008425 145th Ave W, Sapulpa, Oklahoma",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-990319941,S2-277122458,Holy Synagogue,Back Alley Bistro Services,"Sapulpa, OK, 2204 Park Street","603 PIONEER RD, SAPULPA, OK",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-990319941,S3-218839280,Holy Synagogue,Archuleta Ammfllfy Inc,"Sapulpa, OK, 2204 Park Street","Oklahoma, Sapulpa, 119 Mann Street",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-990319941,S3-264762257,Holy Synagogue,LLC Economic Development Fellowship,"Sapulpa, OK, 2204 Park Street","16925 Ozark Trail, Sapulpa, Oklahoma",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-990319941,S3-484476511,Holy Synagogue,Board óf Education LLC,"Sapulpa, OK, 2204 Park Street","1330 Mckinley Ave, Sapulpa, Oklahoma",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-252242682,S3-208719905,"Aggie E. Nagle, L.C.S.W.",Golden Tattoo Corporation,"11900 54th Avenue, Plymouth, MN","#11900 Escalante Ct, Fairfax County, Virginia",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-252242682,S2-589110724,"Aggie E. Nagle, L.C.S.W.",RED HYNPOSIS!,"11900 54th Avenue, Plymouth, MN","11900 HICKS RIDGE RD, CANAAN, IN",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-252242682,S2-335179101,"Aggie E. Nagle, L.C.S.W.",Silver Semiconductor,"11900 54th Avenue, Plymouth, MN","11900 LIVINGSTON RD, MANASSAS, VA",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-252242682,S2-493652844,"Aggie E. Nagle, L.C.S.W.",RAPID  ASSET PRODUCTS,"11900 54th Avenue, Plymouth, MN","11900  MILL RUN RD, NEWBURG, MD",Near-Duplicate Name / Brand Cousin
MISSED_MATCH (FN),S1-252242682,S2-84842746,"Aggie E. Nagle, L.C.S.W.",*** aggieenagle.com,"11900 54th Avenue, Plymouth, MN","54ND AVENUE, MINNEAPLIS, MN",Zero Token Overlap / Unseen Alias
FALSE_MERGE (FP),S1-883973644,S2-485984348,Global Hovnanian LLC,"Partners Travis Pinnacle,","4024 39th Avenue, Seattle, WA","4024  DECATUR HWY, KINGSTON, TN",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-883973644,S3-2928347,Global Hovnanian LLC,Mora  Hudson,"4024 39th Avenue, Seattle, WA","4024 High Creek Road, Bismarck, North Dakota",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-883973644,S3-751250517,Global Hovnanian LLC,Anneliese  Nelson Nexera Inc,"4024 39th Avenue, Seattle, WA","4024 93, Stevenvsille CDP, Montana",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-883973644,S3-95926145,Global Hovnanian LLC,Prado  & Ramirez,"4024 39th Avenue, Seattle, WA","4024 4600, Liberty, Utah",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-883973644,S2-346814650,Global Hovnanian LLC,INTERNAL  MEDICINE FEDERAL PHYSICIANS,"4024 39th Avenue, Seattle, WA","BISMARCK, ND, 4024 HIGH CREEK RD",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-883973644,S3-135865718,Global Hovnanian LLC,Quality Adamas,"4024 39th Avenue, Seattle, WA","Minnesota, Ely, 4024 Swanson Shores Road",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-883973644,S3-608363529,Global Hovnanian LLC,The Carter Clean Innovations,"4024 39th Avenue, Seattle, WA","4024 Greystone Lane, Spokane, Washington",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-883973644,S3-6566676,Global Hovnanian LLC,*** The Le Group,"4024 39th Avenue, Seattle, WA","4024 Arnelle Road, Toledo, Ohio",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-883973644,S2-75408449,Global Hovnanian LLC,BEHAVIORAL HEALTH ASSOCIATES,"4024 39th Avenue, Seattle, WA","JAMES CITY COUNTY, 4024 Owl Creek, VA",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-883973644,S3-550565505,Global Hovnanian LLC,Quality Adamas,"4024 39th Avenue, Seattle, WA","4024 Swanson Shores Rd, Ely, Minnesota",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-883973644,S3-641168848,Global Hovnanian LLC,Gildarc DBA Elene Agee Express Vision Inc,"4024 39th Avenue, Seattle, WA","4024 Westheimer Road, Houston, TX",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-883973644,S2-403397925,Global Hovnanian LLC,FEDERAL TAXABLE WEST INC,"4024 39th Avenue, Seattle, WA","4024 MORNINGSIDE DRIVE, BLOOMINGTON, IN",Near-Duplicate Name / Brand Cousin
MISSED_MATCH (FN),S1-883973644,S2-346262429,Global Hovnanian LLC,GLOBAL HOGNANINN LLC,"4024 39th Avenue, Seattle, WA","4024B 39RD AVE, SEATTLE, WA",Severe Name Abbreviation
FALSE_MERGE (FP),S1-17666546,S2-485478216,Pacific Learning Laboratories LLC,Corp TQ Industrial,"4810 Nassau Avenue, Sand Springs, OK","4810 Isabella Cir, VILLAGE OF HOBART, WI",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-17666546,S2-280550905,Pacific Learning Laboratories LLC,mobile colonial legacy,"4810 Nassau Avenue, Sand Springs, OK","4810 SHADY OAKS PL, PMB 646, TOBACCOVILLE, NC",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-17666546,S2-281928717,Pacific Learning Laboratories LLC,Cindra Pierce Inc Services,"4810 Nassau Avenue, Sand Springs, OK","#4810 LAS LOMAS DR, MESQUITE, TX",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-17666546,S2-577077156,Pacific Learning Laboratories LLC,Kodama Wintergreen Inc. Center,"4810 Nassau Avenue, Sand Springs, OK","4810- WEISSER PARK AVENUE, FORT WAYNE, IN",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-17666546,S3-279869259,Pacific Learning Laboratories LLC,Miravera dba Kodama Elite Wintergreen Inc.,"4810 Nassau Avenue, Sand Springs, OK","4810 Weisser Park Avenue, IN, Fort Wayne",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-17666546,S3-833663986,Pacific Learning Laboratories LLC,Hunger  Project,"4810 Nassau Avenue, Sand Springs, OK","4810 Tower Road, # A, Greensboro, North Carolina",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-17666546,S2-982472871,Pacific Learning Laboratories LLC,Delgadillo &  Rex For LP,"4810 Nassau Avenue, Sand Springs, OK","SPARTA, TN, 70 NASSAU ST",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-17666546,S2-641292017,Pacific Learning Laboratories LLC,MANTUA COMMUNITY  STRATEGIC CENTER,"4810 Nassau Avenue, Sand Springs, OK","4810 SONTAG LN, MANTUA, OH",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-17666546,S3-228659936,Pacific Learning Laboratories LLC,"Forker, Cote & Habel Rare","4810 Nassau Avenue, Sand Springs, OK","Greensboro, North Carolina, 4810 Market St",Near-Duplicate Name / Brand Cousin
MISSED_MATCH (FN),S1-17666546,S2-341313901,Pacific Learning Laboratories LLC,Pacific Learning Laboratories L.L.C.,"4810 Nassau Avenue, Sand Springs, OK",,Missing Mention Address
FALSE_MERGE (FP),S1-976369483,S2-290476475,FUE Pgim Care,Jar1ance Bright,"211 Dewey Road, IL, Rockton","IL, ROCKTON, 110 RIVER ST",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-976369483,S2-714035807,FUE Pgim Care,Cascade-Guild,"211 Dewey Road, IL, Rockton","AUTUMNWOOD DR, ROCKTON, IL",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-976369483,S3-672157883,FUE Pgim Care,Western Preparatory Academy Commission,"211 Dewey Road, IL, Rockton","Wynstone Way, Rockton, Illinois",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-976369483,S3-586384608,FUE Pgim Care,r0ckton community center,"211 Dewey Road, IL, Rockton","University Pkwy, Rockton, Illinois",Near-Duplicate Name / Brand Cousin
MISSED_MATCH (FN),S1-976369483,S2-268873536,FUE Pgim Care,FUE PGIM CENTER,"211 Dewey Road, IL, Rockton","IL, 211 DEWEY RD, ROCKTON",Severe Name Abbreviation
MISSED_MATCH (FN),S1-976369483,S2-896291492,FUE Pgim Care,FUE Pgim Care LLC,"211 Dewey Road, IL, Rockton","211 DEWEY ROAD, ROCKTON, IL",Severe Name Abbreviation
FALSE_MERGE (FP),S1-993527714,S2-145385916,George Saul Inc,Rocky  Co,"Unit UNIT 367, 1400 Great Wolf Drive, WI, Village Of Lake Delton","54 HILLMAN RD, VILLAGE OF LAKE DELTON, WI",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-993527714,S2-298632458,George Saul Inc,TBSIGNATURECOM,"Unit UNIT 367, 1400 Great Wolf Drive, WI, Village Of Lake Delton","WI, VILLAGE OF LAKE DELTON, 1325 ELIZABETH AVE",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-993527714,S3-77075266,George Saul Inc,Solzeph+ fka Custom Wellness Dynamics LLC,"Unit UNIT 367, 1400 Great Wolf Drive, WI, Village Of Lake Delton","WI, E10423 Xanadu Road, Town Of Delton",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-993527714,S2-802847833,George Saul Inc,Martin Esports,"Unit UNIT 367, 1400 Great Wolf Drive, WI, Village Of Lake Delton","60 GASSER RD, VILLAGE OF LAKE DELTON, WI",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-993527714,S2-757773556,George Saul Inc,Town Of Delton Báptist Services LP,"Unit UNIT 367, 1400 Great Wolf Drive, WI, Village Of Lake Delton","S235 A-B STAND ROCK RD, TOWN OF DELTON, WI",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-993527714,S2-481689812,George Saul Inc,Signature Dollar,"Unit UNIT 367, 1400 Great Wolf Drive, WI, Village Of Lake Delton","GREAT WOLF DRIVE, VILLAGE OF LAKE DELTON, WI",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-993527714,S2-549221592,George Saul Inc,Bay Signature LLC Trading,"Unit UNIT 367, 1400 Great Wolf Drive, WI, Village Of Lake Delton","1325 ELIZABETH AVENUE, VILLAGE OF LAKE DELTON, WI",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-993527714,S3-112795727,George Saul Inc,PLLC VAS Faet Tokyo,"Unit UNIT 367, 1400 Great Wolf Drive, WI, Village Of Lake Delton","S1903 A, Town Of Delton, Wisconsin",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-993527714,S2-735866307,George Saul Inc,Signature Bay Trading L.L.C. - 5645204590,"Unit UNIT 367, 1400 Great Wolf Drive, WI, Village Of Lake Delton","1325 ELIZABETH AVENUE, VILLAGE OF LAKE DELTON, WI",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-993527714,S2-797283263,George Saul Inc,"Tsosie and Aag,r-LLC","Unit UNIT 367, 1400 Great Wolf Drive, WI, Village Of Lake Delton","WI, TOWN OF DELTON, E10570 1/2 FERN DELL ROAD",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-993527714,S2-534551968,George Saul Inc,Urban Barbershop Services,"Unit UNIT 367, 1400 Great Wolf Drive, WI, Village Of Lake Delton","101 HIAWATHA DR, VILLAGE OF LAKE DELTON, WI",Near-Duplicate Name / Brand Cousin
MISSED_MATCH (FN),S1-993527714,S3-623091575,George Saul Inc,georgesaul.com,"Unit UNIT 367, 1400 Great Wolf Drive, WI, Village Of Lake Delton","1400 Great Wolf Drive, Unit UNIT 367, Baraboo, Wisconsin",Zero Token Overlap / Unseen Alias
MISSED_MATCH (FN),S1-134898809,S3-882276216,Corner Hypnosis,Cornerhypnosis.Com,"26 Stone Street, Unit 3, Beverly, MA","26 Stone Street, # 3, Beverly, Massachusetts",Zero Token Overlap / Unseen Alias
MISSED_MATCH (FN),S1-134898809,S2-733711701,Corner Hypnosis,Corner  Hypnosis,"26 Stone Street, Unit 3, Beverly, MA","0026 STONE STREET, BEVERLY, MA",Severe Name Abbreviation
MISSED_MATCH (FN),S1-134898809,S2-156312637,Corner Hypnosis,Brixlyra,"26 Stone Street, Unit 3, Beverly, MA","PMB 9599, MA, BEVERLY, 0026 STONE ST",Zero Token Overlap / Unseen Alias
MISSED_MATCH (FN),S1-134898809,S3-994371548,Corner Hypnosis,Corner-Hypnosis,"26 Stone Street, Unit 3, Beverly, MA","26 Stone Street, PMB 5084, Beverly, Massachusetts",Severe Name Abbreviation
MISSED_MATCH (FN),S1-134898809,S3-307933717,Corner Hypnosis,Arclumjax Labs,"26 Stone Street, Unit 3, Beverly, MA","26 Stone Street, Unit 3, Beverly, MA",Zero Token Overlap / Unseen Alias
FALSE_MERGE (FP),S1-627144525,S2-700090565,Little Diner Center,Moscato Vúlcan Inc.,"AL, Hodges, 541 117","0270 HODGES HEIGH DR, ALVORD, TX",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-627144525,S3-903095084,Little Diner Center,Macias Continental  Crumrine LP,"AL, Hodges, 541 117","3205 Hodges St, Amarillo, Texas",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-627144525,S2-12418968,Little Diner Center,Better Prerhion (Pineapple),"AL, Hodges, 541 117","1322 HODGES FARM WAY, SEVIEVILLE, TN",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-627144525,S2-947716403,Little Diner Center,Group Great Strategic Emera,"AL, Hodges, 541 117","4512-4516 HODGES RUN LANE, TX, HUMBLE",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-627144525,S3-782019250,Little Diner Center,Green  Cloud Worldwide Inc.,"AL, Hodges, 541 117","14118 Whitney Hodges Dr, Huntersville, North Carolina",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-627144525,S3-192495901,Little Diner Center,YNP Wéllness LLC,"AL, Hodges, 541 117","Hodges St, Oriental, North Carolina",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-627144525,S2-410750603,Little Diner Center,Anton Legacy Energetics,"AL, Hodges, 541 117","225 HODGES HEIGH DR, ALVORD, TX",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-627144525,S3-11463434,Little Diner Center,Green-Textile Enterprises,"AL, Hodges, 541 117","8255 187, Hodges, Alabama",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-627144525,S3-132987951,Little Diner Center,Macias Continental,"AL, Hodges, 541 117","3205 Hodges Street, Amarillo, TX",Near-Duplicate Name / Brand Cousin
MISSED_MATCH (FN),S1-681392030,S2-501358496,Care Institute of Technology,Care of Innsdtitute Technology,"West Bengal, Howrah, 229, Kolkata, Netaji Subhas Chandra Bose Road Vishnu Enclave, 3Rd Floor, Flat No.- 3A, Kolkata","NO. 423 229, NETAJI SUBHAS CHANDRA BOSE ROAD VISHNU ENCLAVE, 3RD FLOOR, FLAT NO.- 3A, KOLKATA, KOLKATA, West Bengal",Severe Name Abbreviation
MISSED_MATCH (FN),S1-681392030,S3-51004437,Care Institute of Technology,Care Institute of  (Technology),"West Bengal, Howrah, 229, Kolkata, Netaji Subhas Chandra Bose Road Vishnu Enclave, 3Rd Floor, Flat No.- 3A, Kolkata","229., Netaji Subhas Chandra Bose Road Vishnu Enclave, 3Rd Floor, Flat No.- 3A, Kolkata, Kolkata, WB",Severe Name Abbreviation
MISSED_MATCH (FN),S1-681392030,S3-476447318,Care Institute of Technology,Care Institute of,"West Bengal, Howrah, 229, Kolkata, Netaji Subhas Chandra Bose Road Vishnu Enclave, 3Rd Floor, Flat No.- 3A, Kolkata","Netaji Subhas Chandra Bose Road Vishnu Enclave, 3Rd Floor, Flat No.- 3A, Kolkata, Kolkata, 229., Kolkata, পশ্চিমবঙ্গ",Severe Name Abbreviation
MISSED_MATCH (FN),S1-681392030,S3-340243016,Care Institute of Technology,Care Institute óf Technology,"West Bengal, Howrah, 229, Kolkata, Netaji Subhas Chandra Bose Road Vishnu Enclave, 3Rd Floor, Flat No.- 3A, Kolkata","229., Kolkata, WB",Severe Name Abbreviation
FALSE_MERGE (FP),S1-492467148,S2-19065105,Cure Bike Shop,Ibby Mcfarland Series Lp,"1317 University City Boulevard, Unit APT 5, Blacksburg Town, VA","1317- MAIN AVE, WEST FARGO, ND",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-492467148,S3-85987012,Cure Bike Shop,Piaao Inc,"1317 University City Boulevard, Unit APT 5, Blacksburg Town, VA","1317 Hastings St, Chicago, Illinois",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-492467148,S3-410655747,Cure Bike Shop,Keloumbra,"1317 University City Boulevard, Unit APT 5, Blacksburg Town, VA","1317 Jefferson Boulevard, Fort Wayne, Indiana",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-492467148,S3-611565511,Cure Bike Shop,"Mcfarland, Ibby Series LLC","1317 University City Boulevard, Unit APT 5, Blacksburg Town, VA","1317 Main Ave, West Fargo, North Dakota",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-492467148,S2-95070886,Cure Bike Shop,CHADWICK &  GRAVES,"1317 University City Boulevard, Unit APT 5, Blacksburg Town, VA","1317 1/2 SUMMERSWEET LN, BARTLETT, IL",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-492467148,S2-987500436,Cure Bike Shop,Highland Safe Studios Corporation,"1317 University City Boulevard, Unit APT 5, Blacksburg Town, VA","1317 GREEN RIDGE RD, NULL, WEATHERFORD, TX",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-492467148,S2-869910782,Cure Bike Shop,Commission On Environmental Protection Northside,"1317 University City Boulevard, Unit APT 5, Blacksburg Town, VA","1317 STONEYCREEK DR, HENRICO, VA",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-492467148,S3-814008111,Cure Bike Shop,"Duford, Anderson &","1317 University City Boulevard, Unit APT 5, Blacksburg Town, VA","1317 105th Rd, Yates Center, Kansas",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-492467148,S3-360947259,Cure Bike Shop,Bethchurch.Com,"1317 University City Boulevard, Unit APT 5, Blacksburg Town, VA","1317 1/2 College Boulevard, Alva, Oklahoma",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-492467148,S3-358982885,Cure Bike Shop,Corp The Mcclung-and Ryan Generation,"1317 University City Boulevard, Unit APT 5, Blacksburg Town, VA","1317. Oakwood Ave, Richmond City, Virginia",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-492467148,S3-827924570,Cure Bike Shop,Monarch Co,"1317 University City Boulevard, Unit APT 5, Blacksburg Town, VA","1317 Providence Pl, Orage CITY, Iowa",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-492467148,S3-705851288,Cure Bike Shop,Beth Church,"1317 University City Boulevard, Unit APT 5, Blacksburg Town, VA","1317 1/2 Cllege Boulevard, Alva, Oklahoma",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-492467148,S2-361879034,Cure Bike Shop,HX Dynamic-Center Dynamic-Center - 4206168740,"1317 University City Boulevard, Unit APT 5, Blacksburg Town, VA","1317 TRICK AVE, FORT WAYNE, IN",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-492467148,S2-331459198,Cure Bike Shop,HG Crane,"1317 University City Boulevard, Unit APT 5, Blacksburg Town, VA","1317 ESTELLA STREET, IA, PERRY",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-492467148,S2-52736780,Cure Bike Shop,2408 JEFFERSON WAY [PROPERTIES],"1317 University City Boulevard, Unit APT 5, Blacksburg Town, VA","1317 WENTWORTH ROAD, WINSTON-SALEM, NC",Near-Duplicate Name / Brand Cousin
FALSE_MERGE (FP),S1-492467148,S3-607868996,Cure Bike Shop,Family Specialists Eastgate Inc,"1317 University City Boulevard, Unit APT 5, Blacksburg Town, VA","1317 Lakeside Dr, Texas, Eagle Lake",Near-Duplicate Name / Brand Cousin
